time,binanceADABTCbidMax,binanceADABTCsellMin,nicehashADABTCbidMax,nicehashADABTCsellMin,okxADABTCADA-BTCbidMax,okxADABTCADA-BTCsellMin,bitstampADABTCbidMax,bitstampADABTCsellMin,
638140288826334163,1.54E-05,1.541E-05,1.537E-05,1.542E-05,1.539E-05,1.541E-05,0,0,
638140288829134771,1.54E-05,1.541E-05,1.537E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140288829894121,1.539E-05,1.541E-05,1.537E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140288829894913,1.539E-05,1.54E-05,1.537E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140288830542481,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140288863780949,1.54E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140288863782476,1.54E-05,1.541E-05,1.536E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140288864808379,1.54E-05,1.541E-05,1.537E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140288882772503,1.539E-05,1.541E-05,1.537E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140288882773166,1.539E-05,1.54E-05,1.537E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140288883228410,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140288885857931,1.539E-05,1.541E-05,1.536E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140288886902200,1.54E-05,1.541E-05,1.536E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140288887271684,1.54E-05,1.541E-05,1.537E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140288970036800,1.54E-05,1.541E-05,1.537E-05,1.542E-05,1.538E-05,1.542E-05,0,0,
638140288978172351,1.54E-05,1.541E-05,1.537E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140288988030386,1.54E-05,1.541E-05,1.537E-05,1.542E-05,1.539E-05,1.541E-05,0,0,
638140289006978128,1.54E-05,1.541E-05,1.537E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140289020984714,1.54E-05,1.541E-05,1.537E-05,1.542E-05,1.539E-05,1.541E-05,0,0,
638140289020987017,1.54E-05,1.541E-05,1.537E-05,1.542E-05,1.539E-05,1.542E-05,0,0,
638140289021618290,1.54E-05,1.541E-05,1.537E-05,1.543E-05,1.539E-05,1.542E-05,0,0,
638140289025419386,1.54E-05,1.541E-05,1.537E-05,1.544E-05,1.539E-05,1.542E-05,0,0,
638140289033909435,1.54E-05,1.541E-05,1.538E-05,1.544E-05,1.539E-05,1.542E-05,0,0,
638140289033945246,1.541E-05,1.541E-05,1.538E-05,1.544E-05,1.539E-05,1.542E-05,0,0,
638140289033946329,1.541E-05,1.542E-05,1.538E-05,1.544E-05,1.539E-05,1.542E-05,0,0,
638140289037058092,1.541E-05,1.542E-05,1.538E-05,1.544E-05,1.54E-05,1.542E-05,0,0,
638140289047088253,1.541E-05,1.542E-05,1.538E-05,1.544E-05,1.541E-05,1.542E-05,0,0,
638140289064283484,1.541E-05,1.542E-05,1.538E-05,1.544E-05,1.54E-05,1.542E-05,0,0,
638140289068002887,1.541E-05,1.542E-05,1.538E-05,1.544E-05,1.539E-05,1.542E-05,0,0,
638140289118028882,1.541E-05,1.542E-05,1.538E-05,1.544E-05,1.539E-05,1.543E-05,0,0,
638140289123172383,1.541E-05,1.542E-05,1.538E-05,1.544E-05,1.54E-05,1.543E-05,0,0,
638140289126128666,1.541E-05,1.542E-05,1.538E-05,1.544E-05,1.541E-05,1.542E-05,0,0,
638140289126129489,1.541E-05,1.542E-05,1.538E-05,1.544E-05,1.541E-05,1.542E-05,0,0,
638140289136020640,1.541E-05,1.542E-05,1.538E-05,1.544E-05,1.54E-05,1.542E-05,0,0,
638140289200381060,1.541E-05,1.542E-05,1.538E-05,1.544E-05,1.539E-05,1.542E-05,0,0,
638140289258009323,1.54E-05,1.541E-05,1.538E-05,1.544E-05,1.539E-05,1.542E-05,0,0,
638140289258010295,1.54E-05,1.541E-05,1.538E-05,1.544E-05,1.539E-05,1.542E-05,0,0,
638140289258248086,1.54E-05,1.541E-05,1.538E-05,1.543E-05,1.539E-05,1.542E-05,0,0,
638140289366987659,1.541E-05,1.542E-05,1.538E-05,1.543E-05,1.539E-05,1.542E-05,0,0,
638140289366988021,1.541E-05,1.542E-05,1.538E-05,1.543E-05,1.539E-05,1.542E-05,0,0,
638140289369015734,1.541E-05,1.542E-05,1.538E-05,1.544E-05,1.539E-05,1.542E-05,0,0,
638140289378046794,1.54E-05,1.542E-05,1.538E-05,1.544E-05,1.539E-05,1.542E-05,0,0,
638140289378048448,1.54E-05,1.541E-05,1.538E-05,1.544E-05,1.539E-05,1.542E-05,0,0,
638140289379298481,1.54E-05,1.541E-05,1.538E-05,1.543E-05,1.539E-05,1.542E-05,0,0,
638140289413305803,1.54E-05,1.541E-05,1.538E-05,1.543E-05,1.539E-05,1.541E-05,0,0,
638140289420036982,1.541E-05,1.542E-05,1.538E-05,1.543E-05,1.539E-05,1.541E-05,0,0,
638140289420037756,1.541E-05,1.542E-05,1.538E-05,1.543E-05,1.539E-05,1.541E-05,0,0,
638140289420954274,1.54E-05,1.542E-05,1.538E-05,1.543E-05,1.539E-05,1.541E-05,0,0,
638140289420956465,1.54E-05,1.541E-05,1.538E-05,1.543E-05,1.539E-05,1.541E-05,0,0,
638140289447247257,1.54E-05,1.541E-05,1.538E-05,1.543E-05,1.539E-05,1.542E-05,0,0,
638140289448041315,1.541E-05,1.541E-05,1.538E-05,1.543E-05,1.539E-05,1.542E-05,0,0,
638140289448042784,1.541E-05,1.542E-05,1.538E-05,1.543E-05,1.539E-05,1.542E-05,0,0,
638140289449745539,1.541E-05,1.542E-05,1.538E-05,1.544E-05,1.539E-05,1.542E-05,0,0,
638140289673158315,1.54E-05,1.542E-05,1.538E-05,1.544E-05,1.539E-05,1.542E-05,0,0,
638140289674180002,1.54E-05,1.541E-05,1.538E-05,1.544E-05,1.539E-05,1.542E-05,0,0,
638140289674651374,1.54E-05,1.541E-05,1.538E-05,1.543E-05,1.539E-05,1.542E-05,0,0,
638140289719415564,1.54E-05,1.541E-05,1.538E-05,1.543E-05,1.539E-05,1.541E-05,0,0,
638140289795229742,1.54E-05,1.542E-05,1.538E-05,1.543E-05,1.539E-05,1.541E-05,0,0,
638140289795658298,1.54E-05,1.542E-05,1.538E-05,1.544E-05,1.539E-05,1.541E-05,0,0,
638140289803160663,1.54E-05,1.541E-05,1.538E-05,1.544E-05,1.539E-05,1.541E-05,0,0,
638140289803761644,1.54E-05,1.541E-05,1.538E-05,1.543E-05,1.539E-05,1.541E-05,0,0,
638140289821149551,1.54E-05,1.541E-05,1.538E-05,1.543E-05,1.539E-05,1.542E-05,0,0,
638140289850510684,1.54E-05,1.541E-05,1.537E-05,1.543E-05,1.539E-05,1.542E-05,0,0,
638140289860427660,1.54E-05,1.541E-05,1.536E-05,1.543E-05,1.539E-05,1.542E-05,0,0,
638140289907042332,1.54E-05,1.541E-05,1.537E-05,1.543E-05,1.539E-05,1.542E-05,0,0,
638140289921390087,1.54E-05,1.541E-05,1.536E-05,1.543E-05,1.539E-05,1.542E-05,0,0,
638140289922016855,1.54E-05,1.541E-05,1.536E-05,1.543E-05,1.539E-05,1.541E-05,0,0,
638140289951528401,1.54E-05,1.541E-05,1.537E-05,1.543E-05,1.539E-05,1.541E-05,0,0,
638140289972273409,1.539E-05,1.54E-05,1.537E-05,1.543E-05,1.539E-05,1.541E-05,0,0,
638140289972274923,1.539E-05,1.54E-05,1.537E-05,1.543E-05,1.539E-05,1.541E-05,0,0,
638140289972594497,1.539E-05,1.54E-05,1.537E-05,1.542E-05,1.539E-05,1.541E-05,0,0,
638140289973855156,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.539E-05,1.541E-05,0,0,
638140290004066654,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140290006216993,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.539E-05,1.541E-05,0,0,
638140290016080848,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140290028130598,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.54E-05,0,0,
638140290044188892,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.537E-05,1.54E-05,0,0,
638140290068113473,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.54E-05,0,0,
638140290068115050,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140290095082687,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.539E-05,1.541E-05,0,0,
638140290105055324,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.539E-05,1.54E-05,0,0,
638140290105060126,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.537E-05,1.54E-05,0,0,
638140290111246187,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.537E-05,1.541E-05,0,0,
638140290115202282,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140290115203250,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.54E-05,0,0,
638140290125000016,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.537E-05,1.54E-05,0,0,
638140290141142866,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.54E-05,0,0,
638140290153192370,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140290154120628,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.54E-05,0,0,
638140290159134168,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.537E-05,1.54E-05,0,0,
638140290165094972,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.537E-05,1.541E-05,0,0,
638140290174038820,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140290174039548,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.54E-05,0,0,
638140290177036609,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.537E-05,1.54E-05,0,0,
638140290177165817,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.537E-05,1.541E-05,0,0,
638140290178153533,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.54E-05,0,0,
638140290178154102,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.54E-05,0,0,
638140290184072354,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.537E-05,1.54E-05,0,0,
638140290194339501,1.539E-05,1.539E-05,1.536E-05,1.542E-05,1.537E-05,1.54E-05,0,0,
638140290194340477,1.538E-05,1.539E-05,1.536E-05,1.542E-05,1.537E-05,1.54E-05,0,0,
638140290195437415,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.537E-05,1.54E-05,0,0,
638140290201136969,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.537E-05,1.541E-05,0,0,
638140290204136284,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.538E-05,1.54E-05,0,0,
638140290204136769,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.538E-05,1.54E-05,0,0,
638140290214077429,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.537E-05,1.54E-05,0,0,
638140290320552596,1.539E-05,1.54E-05,1.536E-05,1.541E-05,1.537E-05,1.54E-05,0,0,
638140290320553804,1.539E-05,1.54E-05,1.536E-05,1.541E-05,1.537E-05,1.54E-05,0,0,
638140290322168073,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.537E-05,1.54E-05,0,0,
638140290337108487,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.54E-05,0,0,
638140290337109183,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140290342165523,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.54E-05,0,0,
638140290352167368,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140290362206451,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.54E-05,0,0,
638140290491083189,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.541E-05,0,0,
638140290500176204,1.539E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.54E-05,0,0,
638140290514501807,1.538E-05,1.54E-05,1.536E-05,1.542E-05,1.538E-05,1.54E-05,0,0,
638140290514503187,1.538E-05,1.539E-05,1.536E-05,1.542E-05,1.538E-05,1.54E-05,0,0,
638140290514979756,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.538E-05,1.54E-05,0,0,
638140290560155328,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.538E-05,1.539E-05,0,0,
638140290563078389,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.538E-05,1.54E-05,0,0,
638140290565433876,1.538E-05,1.539E-05,1.536E-05,1.542E-05,1.538E-05,1.54E-05,0,0,
638140290575566775,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.538E-05,1.54E-05,0,0,
638140290580121027,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.538E-05,1.541E-05,0,0,
638140290587091972,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.538E-05,1.54E-05,0,0,
638140290589125157,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.538E-05,1.541E-05,0,0,
638140290607186247,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.538E-05,1.54E-05,0,0,
638140290609066372,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.538E-05,1.541E-05,0,0,
638140290619071522,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.538E-05,1.54E-05,0,0,
638140290629160980,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.538E-05,1.541E-05,0,0,
638140290632027869,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.538E-05,1.54E-05,0,0,
638140290671126123,1.538E-05,1.539E-05,1.536E-05,1.541E-05,1.536E-05,1.54E-05,0,0,
638140290675803043,1.538E-05,1.539E-05,1.535E-05,1.541E-05,1.536E-05,1.54E-05,0,0,
638140290676642778,1.537E-05,1.539E-05,1.535E-05,1.541E-05,1.536E-05,1.54E-05,0,0,
638140290676644701,1.537E-05,1.538E-05,1.535E-05,1.541E-05,1.536E-05,1.54E-05,0,0,
638140290677763157,1.537E-05,1.538E-05,1.534E-05,1.541E-05,1.536E-05,1.54E-05,0,0,
638140290678245659,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.536E-05,1.54E-05,0,0,
638140290678259092,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.537E-05,1.539E-05,0,0,
638140290678259411,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.537E-05,1.539E-05,0,0,
638140290684209933,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.536E-05,1.539E-05,0,0,
638140290684212177,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.536E-05,1.54E-05,0,0,
638140290688124957,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.537E-05,1.54E-05,0,0,
638140290688126416,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.537E-05,1.539E-05,0,0,
638140290791158408,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.537E-05,1.538E-05,0,0,
638140290817197156,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.537E-05,1.539E-05,0,0,
638140290832100660,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.536E-05,1.539E-05,0,0,
638140290859121561,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.535E-05,1.539E-05,0,0,
638140290866232539,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.536E-05,1.539E-05,0,0,
638140290896134951,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.536E-05,1.538E-05,0,0,
638140290936165707,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.536E-05,1.539E-05,0,0,
638140290955165304,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.537E-05,1.539E-05,0,0,
638140290956117061,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.536E-05,1.539E-05,0,0,
638140290985102879,1.537E-05,1.538E-05,1.534E-05,1.54E-05,1.536E-05,1.538E-05,0,0,
638140291042750177,1.536E-05,1.538E-05,1.534E-05,1.54E-05,1.536E-05,1.538E-05,0,0,
638140291042754494,1.536E-05,1.537E-05,1.534E-05,1.54E-05,1.536E-05,1.538E-05,0,0,
638140291043690614,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.536E-05,1.538E-05,0,0,
638140291272659041,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.536E-05,1.537E-05,0,0,
638140291272669046,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.535E-05,1.537E-05,0,0,
638140291341395627,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.535E-05,1.538E-05,0,0,
638140291351210620,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.535E-05,1.537E-05,0,0,
638140291371058562,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.535E-05,1.538E-05,0,0,
638140291390342149,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.535E-05,1.537E-05,0,0,
638140291410147292,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.535E-05,1.538E-05,0,0,
638140291415190895,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.535E-05,1.537E-05,0,0,
638140291426147460,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.535E-05,1.538E-05,0,0,
638140291430184882,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.536E-05,1.537E-05,0,0,
638140291430185499,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.536E-05,1.537E-05,0,0,
638140291438229501,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.536E-05,1.538E-05,0,0,
638140291529298417,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.536E-05,1.539E-05,0,0,
638140291638224782,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.536E-05,1.538E-05,0,0,
638140291702299711,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.535E-05,1.538E-05,0,0,
638140291717140760,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.535E-05,1.537E-05,0,0,
638140291742121426,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.535E-05,1.538E-05,0,0,
638140291746214046,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.535E-05,1.537E-05,0,0,
638140291755208049,1.536E-05,1.537E-05,1.534E-05,1.539E-05,1.534E-05,1.537E-05,0,0,
